Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Sri Lanka,2008,58.4,50.0,31.0,N/A,73.5,81.7,N/A,71.6,71.4,65.4,69.6,30.0,40.0
Sudan,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2008,54.3,50.0,30.0,N/A,68.0,72.8,N/A,41.9,86.3,69.2,65.0,30.0,30.0
Sweden,2008,70.8,90.0,92.0,N/A,32.7,3.9,N/A,95.6,65.0,82.8,86.0,80.0,80.0
Switzerland,2008,79.5,90.0,91.0,N/A,68.0,61.6,N/A,83.9,79.9,83.6,87.2,70.0,80.0
Syria,2008,47.2,30.0,29.0,N/A,86.2,60.3,N/A,53.8,52.1,66.2,54.0,30.0,10.0
Taiwan,2008,70.3,70.0,59.0,N/A,75.9,87.8,N/A,70.8,49.2,83.3,86.7,70.0,50.0
Tajikistan,2008,54.4,30.0,22.0,N/A,89.3,84.1,N/A,44.4,60.2,65.8,77.8,30.0,40.0
Tanzania,2008,56.5,30.0,29.0,N/A,80.5,79.9,N/A,48.2,48.4,75.4,73.2,50.0,50.0
"Thailand ",2008,62.3,50.0,36.0,N/A,74.7,90.7,N/A,72.2,77.7,66.7,75.2,30.0,50.0
The Bahamas,2008,71.1,80.0,70.0,N/A,96.2,86.4,N/A,80.0,80.0,76.3,32.0,40.0,70.0
The Gambia,2008,56.9,30.0,25.0,N/A,72.5,72.8,N/A,57.5,74.8,73.9,62.6,50.0,50.0
Timor-Leste,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,2008,48.9,30.0,24.0,N/A,53.9,88.8,N/A,36.4,48.3,78.2,69.2,30.0,30.0
Tonga,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,2008,69.5,65.0,32.0,N/A,81.0,81.7,N/A,65.0,79.1,72.6,79.0,70.0,70.0
Tunisia,2008,60.1,50.0,46.0,N/A,76.4,77.1,N/A,80.1,62.3,77.6,71.8,30.0,30.0
Turkey,2008,59.9,50.0,38.0,N/A,77.7,68.3,N/A,68.3,39.5,70.8,86.8,50.0,50.0
Turkmenistan,2008,43.4,10.0,22.0,N/A,90.6,85.3,N/A,30.0,30.0,66.4,79.2,10.0,10.0
Uganda,2008,63.8,30.0,27.0,N/A,80.5,86.0,N/A,56.5,87.8,78.5,72.0,50.0,70.0
Ukraine,2008,51.0,30.0,28.0,N/A,79.0,43.0,N/A,44.4,53.1,69.9,82.2,30.0,50.0
United Arab Emirates,2008,62.6,40.0,62.0,N/A,99.9,80.2,N/A,48.2,74.1,70.9,80.4,30.0,40.0
United Kingdom,2008,79.4,90.0,86.0,N/A,61.2,40.1,N/A,90.8,79.5,80.7,86.0,90.0,90.0
United States,2008,81.0,90.0,73.0,N/A,68.3,59.8,N/A,92.6,95.4,83.7,86.8,80.0,80.0
"Uruguay ",2008,67.9,70.0,64.0,N/A,85.9,76.6,N/A,60.8,74.4,74.2,83.0,60.0,30.0
Uzbekistan,2008,51.9,30.0,21.0,N/A,88.0,68.3,N/A,68.5,66.9,57.5,68.4,30.0,20.0
Vanuatu,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Venezuela ",2008,44.7,10.0,23.0,N/A,74.5,79.7,N/A,51.6,33.0,60.6,54.6,20.0,40.0
Vietnam,2008,50.4,10.0,26.0,N/A,74.3,78.0,N/A,60.4,65.2,67.4,62.8,30.0,30.0
Yemen,2008,53.8,30.0,26.0,N/A,83.2,58.5,N/A,54.8,76.5,62.9,66.4,50.0,30.0
Zambia,2008,56.2,40.0,26.0,N/A,72.6,80.3,N/A,63.5,45.8,62.9,71.2,50.0,50.0
Zimbabwe,2008,29.5,10.0,24.0,N/A,57.8,24.1,N/A,41.1,52.1,0.0,55.4,10.0,20.0
